Top_3_Conference_False,Top_3_Conference_True,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,2P_opp,2PA_opp,2P%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,DRB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,PTS_opp,Age,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offense Four Factors|eFG%,Offense Four Factors|TOV%,Offense Four Factors|ORB%,Offense Four Factors|FT/FGA,Defense Four Factors|eFG%,Defense Four Factors|TOV%,Defense Four Factors|DRB%,Defense Four Factors|FT/FGA,≤3,≥10,L1YP,L3YP,L6YP,L10YP,count_playoff_games,count_champion,sum_mvp_shares,sum_dpoy_shares,count_all_nba,count_all_defensive,season,Teams,Champion_Shares_in_%
0.0,1.0,0.47622561878245845,0.5113975642132577,0.2881988667819571,2.848397750061247,2.864292388385675,0.6649030937298042,-1.4235931800524027,-2.126168092475362,3.160674292168238,-1.4487806099273948,-1.599487808860082,0.4794356161088023,-1.2836814330456316,2.402524996083347,1.3145840961720987,1.5175846648395817,0.6984373918494835,-0.6204750524296962,-0.3302215016843688,-0.5143303455667916,1.2389962286093734,-0.32632691937551156,0.5500357579880683,-1.172062874231456,2.328721839467125,2.6082694993009836,0.09743705185034482,-1.515161825117042,-1.8325895459171742,1.0611209544245024,-0.7541816171464851,-0.8031188736245652,0.26290823575131816,-1.4738729506606298,1.118122246417713,-0.0887828380695071,-0.1266929592266179,-0.16020589332218035,-1.5519703054428893,-0.519787794541018,-1.841438958173921,0.4382519687164888,0.4718552821617714,1.186595348453252,-0.04742518715271194,1.22497351302674,1.533164859636753,0.06036629365256379,1.1463555166872241,0.6365881420284202,-1.8228184145483401,2.7419259360421933,2.2435797912703603,2.7117701338732396,-0.3669812544754621,-1.435544424013919,-1.6679517120054248,0.7783253604933842,-0.7173930221191331,1.9321190518557028,-0.949353408327582,0.3009597989498485,1.2795325719164568,-0.6489633505799517,0.5244838361059305,2.5064894314215067,2.333559303776572,1.8065617594726575,2.853733921863328,1.369242751553255,3.9268120141652783,1.4655093999509903,1.8467334862042235,2022,Golden State Warriors,70.45191125432761
0.0,1.0,1.4811472239258041,1.353871228773798,1.03759034919452,2.0113602524615275,1.9996499737836289,0.6649030937298042,-0.3291903950382945,-1.0725077455260577,2.8901979394338797,-1.3346656597847002,-1.7176975489859752,1.4515478780003064,-1.2836814330456316,2.310985390869834,1.2172443257293661,1.6346012143967474,0.5132942168173192,-0.726187394566722,-1.4049357350937868,-0.962888245034736,1.7921396081018868,0.06469863069853656,0.9324461909742042,-0.8876688254278077,2.1316101718382505,2.3893468187886624,0.12157032221305315,-1.1629811156727012,-1.4949870925275452,1.1083951673624537,-0.7917075408280642,-0.8602321421932572,0.39369432027808593,-1.0286918177105941,1.5127448446481957,0.7585010424581453,-0.1266929592266179,-0.595491605016374,-1.4213919615315926,-0.4170431126943422,-1.4524274349980224,0.7001922566671168,0.4105419335504843,1.6064025051480781,-1.3816687433934676,1.5400585239581608,2.1413344604906626,0.17616967897188887,1.536016294305814,0.9286240768561549,-2.1831749191971492,1.7479329858532997,2.194074599392453,2.572619951105325,-1.8856213579772545,-1.5544488124871114,-1.8353473032608678,0.828285625891903,-0.7173930221191331,1.522875623531764,-1.139418253853454,1.6292735389362276,1.4267116567114702,2.5365374185903242,0.5244838361059305,-0.14776644959274038,-0.5126018050152243,1.4170327494637733,0.33455598081964866,0.7759674512922053,-0.03304414287206521,1.2795235484158676,1.8467334862042235,2022,Phoenix Suns,68.30495496076905
0.0,1.0,0.8844750208719413,1.1944843192623464,0.24136189913117453,2.7863949724612675,2.7490067331054022,0.7058638395221235,-1.1268059841163731,-1.7498608257077533,2.574642194577128,-0.6119376422143031,-0.8311244980417815,0.7224636815816783,-1.082297229241474,2.768683416937393,1.898622718828488,0.269408136229799,-0.4124216583434968,-1.1490367631148268,-1.1362571767414322,-1.6561140896670126,1.8940344411662977,0.7264341769776915,1.4498250120730927,-0.318880727820511,3.0843165653778115,3.1677385717213618,0.5077026480163853,-1.2927319033627218,-1.8904642522125392,2.3847989166871386,-1.654803785504401,-1.6598179021549466,-0.26023610235575295,-1.3625776674231205,1.6442857107250255,0.5801254886628505,1.0994128307256021,-0.704313032939922,-0.8990785858864065,-1.2903729083910893,-1.106639414397223,1.3986996912021255,1.0236754196633464,0.7175251070442374,-0.3439237552062132,0.7146245516589464,2.220660930167259,1.4789577638143239,0.6746608911489315,0.9494837864867093,-1.2565439072430677,2.4885551840332596,2.1445694075145463,2.4334697683374102,-1.645836078476971,-1.3879826686246424,-1.0653275834858302,2.1272525262533923,-1.7676393764001295,1.9065413375854545,-2.0897424814828143,1.0881086819047396,0.8195979319320407,2.9916089570432205,2.1309131208877035,1.0946511968394605,0.4361185645820412,2.2004188695927516,1.8460627454458562,1.1129798547025882,3.6489273715661654,0.34959429074025355,2.3806045941110066,2022,Milwaukee Bucks,62.96204169876983
0.0,1.0,0.5390332191039183,0.7390931492296205,0.1476879638296042,2.507382473261361,2.599135381241048,0.5010601105605271,-1.1824535833543788,-1.815714597392085,2.7098803709443073,-0.9162441759281548,-1.4221731986712438,2.111195484283823,-0.9312590763883551,2.310985390869834,1.6066034075002933,0.6204577849013009,-0.7827080084078227,0.7537853953516429,-1.028785753400491,-1.5337801170848457,1.3554474663972707,-0.2060113655065745,0.8874567282699524,-1.3616589067672216,2.1973140610478756,2.474483416765676,0.09743705185034482,-1.3854110374270219,-1.5817991519705925,0.49383039916908694,-1.2420186250070222,-1.4599214621645236,1.8323412500725316,-1.0286918177105941,1.2496631124945397,0.4017499348675558,-0.6580054682059121,-0.595491605016374,-0.6379218980638146,-0.8793941810043843,-1.2363099221225229,0.29272958652169523,-0.4478449470075218,1.5592812936823324,-0.6404223232597144,1.557809792179649,2.0355658342552023,0.06036629365256379,1.536016294305814,0.2611133686784709,-1.7198594132201088,2.439830039416157,2.045559023758732,2.2479361913135243,-1.2461939459764992,-1.1501738916782578,-1.1992440564901845,0.42860350270375236,-1.0924810057909173,1.574031052072257,-1.5195479449051985,-1.6177156032526987,1.3853175391128723,-0.42142758135350344,0.7134755166684921,1.207598255606024,0.95000876478056,0.8760202355625453,-0.42119740149345514,-0.4279342828708254,-0.20151170744777686,-0.20836326386511486,0.24512016248387475,2022,Boston Celtics,53.26482971682292
0.0,1.0,1.4183396236043442,2.332962244344161,-0.08649687442432172,1.980358863661538,2.0918784980078478,0.43961899187204817,-0.3477395947842966,-0.7432388871044001,1.447657391517302,-0.9162441759281548,-0.7720196279788344,-0.7357047112555779,0.8811987578490689,2.0821363778360547,3.1153698493626294,1.0885239831299687,1.6241532670102996,1.4937717903108259,-1.2437286000823746,-1.0036662358954573,1.908590845889784,0.395566403838113,0.9999303850305804,-0.36627973595445246,2.2630179502575003,2.4258339322073823,0.3387697554774269,-1.0332303279826813,-1.4853413081449842,1.6756857226178694,-0.7917075408280642,-0.9459020450462955,1.0476247429119248,-1.3069300258043663,1.118122246417713,0.08959271572578764,0.7315810937399366,-0.9219558887870188,1.1901749166943358,-0.2115537490009896,-1.0634159118221223,1.0785504503735812,-1.7354252678445332,1.216581573931454,-0.788671607286465,1.1916898851114492,2.0884501473729307,0.6683340665790318,1.1463555166872241,1.0329226250089178,-1.5654209112277617,1.6699727544659355,0.8079292268110617,1.3202683061940939,-2.205335063977632,0.27667877000004937,-1.7014308302565133,1.4777690760726478,-0.49234023191606197,1.701919623423487,-1.139418253853454,0.8175262533889961,0.7548391346222351,-0.42142758135350344,-0.7039620875507192,-0.7689752728088408,-0.15683166641624974,-0.26659819379684857,-0.42119740149345514,-0.42860163416470737,-0.37692638808846596,-0.5803349669353605,-0.5556864993762997,2022,Memphis Grizzlies,46.490610438754565
1.0,0.0,0.13078381701443323,0.07877595268216675,0.1476879638296042,2.0113602524615275,1.9881214082556022,0.6649030937298042,-1.1268059841163731,-1.5899302373315192,1.8082925284964464,0.07275205864186264,-0.5651525827585228,2.284786959621592,-1.9381800954091464,1.5328987465549824,-0.2428522309116036,0.19139710319168793,-0.3198500708274147,0.2252236846665124,-1.6198785817756705,-1.1667781993383468,1.078875776651015,0.21509307303470843,0.5275410266359439,-0.22408271155262827,2.065906282628626,2.2190736228346335,0.26636994438930184,-1.0332303279826813,-1.5335702300577885,1.9120567873076257,-1.0543890065991228,-1.174355119321063,0.916838658385157,-1.1956347425668579,1.556591800007139,0.624719377111675,0.15939839176223458,-1.5748844563283093,-0.6379218980638146,-1.1362558856210747,-1.2363099221225229,0.7001922566671168,-0.01865150672851874,0.5590264866594562,-0.09684161516162881,0.5703954973593525,1.7975864252254097,1.189449300516005,0.5516101192693769,0.17767453015626225,-0.6130501489416232,1.9623236221685514,2.045559023758732,1.8768690372657522,-1.8856213579772545,-2.0776281217691572,0.03948331880009245,1.5277293414711666,-1.392551392728345,1.4461424807210266,-1.2344506766163903,0.005778967841764517,1.024563676622532,0.943787034005186,0.5244838361059305,0.1346011973236689,-0.03824162021659156,1.9104361621416934,0.33455598081964866,2.4330007140010776,1.5213730766667162,1.837481103021236,1.5797979322508322,2022,Philadelphia 76ers,45.79426944400296
0.0,1.0,0.19359141733589316,0.147084628187075,0.19452493148038935,2.6313880284613194,2.4492640293766925,0.9721086871721988,-1.4606915795444062,-1.9380144590915573,1.9886100969860188,-0.8021292257854602,-1.2744110235138784,1.8334491237433974,-1.2836814330456316,1.578668549161739,0.43852616218751833,0.8934964005346903,-0.5975648333756594,-1.9947355002110354,-0.4914286366957819,-0.7182202998704024,1.0934321813745016,-0.44664247324444867,-0.03482725716719634,-0.7454718010259835,2.591537396305625,2.8880040355111722,0.09743705185034482,-1.7190559200585016,-2.3052329806626544,2.3847989166871386,-0.7166556934649047,-0.9173454107619491,1.570769081018996,-1.5851682338981383,0.7234996481872302,-0.490127834108921,0.03678781276701228,-0.704313032939922,-1.4213919615315926,-0.26292608992432753,-0.7176278912213228,0.45280420693596735,0.8397353738294874,0.9531311643729664,-0.5415894672418807,0.9387343129552386,1.8504707383431418,0.6972849129088621,0.9412708968879665,0.11509540126460503,-1.3852426589033568,2.410594952645895,2.3425901750261744,2.4798531625933817,-0.4469096809755561,-1.2690782801514502,-0.8979319922303881,1.5277293414711666,-0.1172522482442777,1.7530750519639797,-0.6959336142930865,-1.076550746221211,0.8195979319320407,-0.6489633505799517,0.5244838361059305,0.30402178547351444,1.5824890111787369,0.9495979374531123,0.33455598081964866,-0.41458725699318655,-0.14246122089546545,0.5355801422753764,1.5797979322508322,2022,Miami Heat,44.89193368051153
1.0,0.0,0.5076294189431884,0.46585844720998437,0.3818728020835275,2.910400527661226,2.9680494781379205,0.5829816021451657,-1.4606915795444062,-2.2390602725056445,3.656547605514556,-0.5738993255000725,-0.6833623228844159,0.40999902597369486,-0.7802209235352361,2.3567551934765905,1.7039431779430225,-0.31567461155603604,-0.7827080084078227,-0.19762568388159146,-0.813842906718607,-1.3706681536419576,1.61746275142004,0.42564529230534776,1.134898773143336,-0.4610777522223352,2.295869894862313,2.437996303346956,0.36290302584013523,-1.0332303279826813,-1.4467581706147412,1.4865888708660642,-1.8049074802307208,-1.8311577078610224,0.19751519348793425,-1.3625776674231205,0.548111826751459,-0.5347217225577455,0.07765800576541874,-0.26902732124572926,-1.0296569297977036,-1.8040963176244702,-0.8472983989466227,0.7438489713255545,1.5141822085536365,1.2936890108754016,-0.9122126773087572,1.2582571409420311,2.643735435109112,1.1025967615265102,1.269406288566779,0.3654119168312339,-0.896187402594258,2.85886628312324,2.5901161344157093,2.850920316641154,-1.0064086664762173,-0.8172416039533198,-0.7640155192260337,1.3778485452756102,-2.292762553540627,1.8298081947747171,-2.1214199557371263,-2.3134989908646117,1.2795325719164568,0.7162512647787378,0.14650047498080754,0.1346011973236689,-0.31495172801579396,0.4345540242191431,-0.42119740149345514,-0.4219281212258879,6.217623536591705,0.16360843920513077,1.3128623782974407,2022,Utah Jazz,27.492302202247753
1.0,0.0,0.9472826211934013,0.9667887342459835,0.5692206726866682,1.980358863661538,1.9765928427275747,0.6034619750413253,-0.625977590974324,-1.2136229705639108,2.30416584184277,-0.7260525923569977,-1.1857537184194586,1.7292942385407362,-1.0319511782904338,1.670208154375252,0.7792153587370758,0.8154853674965792,-0.8752795959239048,0.4366483689405648,-0.7601071950481364,-0.7589982907311251,1.5155679183556312,0.5158819577070521,1.359846086664592,-0.5084767603562765,2.4272776732815626,2.6447566127197035,0.24223667402659352,-1.0517661547955415,-1.514278661292667,1.7229599355558205,-0.491500151375425,-0.7745622393402188,2.159306461389451,-0.5835106847605585,1.0304283356998265,0.5801254886628505,0.24113877775904896,-0.16020589332218035,-0.2461868663299244,-1.1362558856210747,-1.106639414397223,1.3986996912021255,1.3915555113310647,0.1670636821943892,0.10082409687403869,0.1820865050142921,1.8240285817842739,1.7684662271126428,0.16194934165078728,0.7617463998117346,-1.539681160895704,1.7966581304704023,1.946548640002918,2.1551694028015813,-1.1662655194764053,-1.1739547693728967,-1.0988067017369187,1.3778485452756102,-1.6926217796657728,1.0113213381268433,-0.949353408327582,1.0881086819047396,0.010112965559468425,0.943787034005186,-0.04249120558175397,-0.4866076258924315,-0.35448174341568006,1.3477831476844162,0.5864737749240166,1.9498383772305485,-0.3335069126823548,2.953396212231973,-0.5556864993762997,2022,Brooklyn Nets,22.935822772102547
1.0,0.0,0.09938001685370325,0.21539330369198323,-0.08649687442432172,2.4763810844613716,2.6337210778251294,0.37817787318356927,-1.4235931800524027,-2.0509066391218402,2.7549597630667004,-1.144474076213544,-1.3335158935768243,0.5488722062439098,-1.5354116878008295,1.5328987465549824,0.09783696563795737,0.07438055363452065,-1.2455659459882307,-1.1490367631148268,-1.6198785817756705,-1.04444422675618,0.8023040869047574,0.004540853764066955,0.2800989817625635,-0.27148171968656964,1.9016465596045635,2.13393702485762,0.12157032221305315,-1.0703019816084012,-1.5817991519705925,1.9120567873076257,-1.354596396051762,-1.4599214621645236,0.7860525738583892,-1.5851682338981383,1.6004387553660822,0.35715604641873133,0.11852819876382667,-1.1395987446341156,-1.8131269932654819,-1.2390005674677516,-0.9337454040968223,0.32183406296065437,-0.07996485533980582,0.7068157408020225,-0.4427566112240469,0.6924354663820859,1.6124913293133494,0.784137451898361,0.6951693531288572,0.010796853111842006,-1.4624619098995304,2.576260444344044,1.7485278724912898,2.0624026142896383,-1.8056929314771604,-1.792257589433496,-1.2996814112434503,1.3778485452756102,-1.3175337959939886,1.7530750519639797,-1.4561929963965745,0.5469438248732524,0.7480276147832464,0.03364395709939304,-0.3259787264255962,-0.5995546846589952,-0.6707218666147685,-0.15839569101660292,-0.42119740149345514,-0.2684373236330403,-0.3873470621859327,-0.20836326386511486,-0.5556864993762997,2022,Dallas Mavericks,19.679604486027575
